Product,Regular price,Sale price,Category_1,Category_2,Category_3,Category_4,Category_5,Category_6,Energy (kcal),Carbohydrates,Sugars,Added sugars,Fats,Saturated fats,Unsaturated fats,Protein,Fiber,Salt
AH Tomaat kruiden crackers,2.19,NA,"Chips, noten, toast, popcorn",Zoutjes,Zoutjes-crackers,NA,NA,NA,440,73,3.2,NA,12,1.4,8,8.3,3.5,0.93
AH Hot krokantjes mix,2.19,NA,"Chips, noten, toast, popcorn",Zoutjes,Rijstzoutjes,NA,NA,NA,563,58,9.9,NA,35,3.1,32,3.5,0.9,1.78
AH Wasabi chili mix,2.19,NA,"Chips, noten, toast, popcorn",Zoutjes,Zoutjes-crackers,NA,NA,NA,478,65,15,NA,21,3,17,6.4,1.8,1.43
AH Zeewier crackers,2.19,NA,"Chips, noten, toast, popcorn",Zoutjes,Zoutjes-crackers,NA,NA,NA,488,69,8.9,NA,21,5.1,16,5.2,0.9,0.78
Dodoni Halloumi burgers,3.99,3.19,"Kaas, vleeswaren, tapas",Kaas,Kaas voor maaltijden,Halloumi en grilkaas,NA,NA,316,2,2,NA,24,16,NA,23,NA,3
Paturain Knoflook fijne kruiden,4.19,NA,"Aardappel, groente, fruit",Kruiden en smaakmakers,Knoflook,Knoflookpoeder,NA,NA,348,2.3,2.3,NA,34.5,24.5,NA,7,NA,1.1
Royal Club Ginger beer 0% suiker,0.85,NA,"Frisdrank, sappen, siropen, water",Frisdrank,"Tonic, ginger, bitter, speciaal fris overig",Ginger beer,NA,NA,1,0,0,NA,0,0,NA,0,NA,0.01
Vit hit Perform mango passievrucht,1.99,NA,"Frisdrank, sappen, siropen, water",Frisdrank,Fris met fruitsmaak,Frisdrank met fruit (fles),NA,NA,5,0.6,0.6,NA,0,0,NA,0,0,0
Vit hit Lean & green appel elderflower,1.99,NA,"Frisdrank, sappen, siropen, water",Frisdrank,Fris met fruitsmaak,Frisdrank met fruit (fles),NA,NA,7,1.4,1.3,NA,0,0,NA,0,0,0
Beemster Jong 30+ plakken,3.09,NA,Ontbijtgranen en beleg,Kaas beleg,Jonge kaas broodbeleg,Jonge kaas (plakken),NA,NA,281,0,0,NA,17.9,12.9,NA,30,NA,2.1
Chateau Berne Romance,11.99,NA,Wijn en bubbels,Rosé,Lichtzoete rosé,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echo Carmenère,6.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nairn's Rosemary & sea salt flatbread,3.29,NA,Bakkerij,Brood,Glutenvrij brood,NA,NA,NA,430,63,2.8,NA,14.2,5.6,NA,9,7.2,1.8
Nairn's Caramelised onion flatbread,3.29,NA,Bakkerij,Brood,Glutenvrij brood,NA,NA,NA,436,63.6,3,NA,14,5.6,NA,10.2,7.6,1.43
Nairn's Wholegrain cheese cracker,2.79,NA,Ontbijtgranen en beleg,"Crackers, rijstwafels","Glutenvrije crackers, knackebrod",NA,NA,NA,463,50.2,1.3,NA,20.4,9.1,NA,16.1,7.3,2.53
Nairn's Chocolate chip biscuit break,2.99,NA,"Snoep, chocolade, koek",Koek,Glutenvrije koek,NA,NA,NA,475,62.3,20.5,NA,20.5,9.3,NA,7.7,5.4,1.08
Kikkoman Sojasaus glutenvrij,3.99,NA,"Soepen, sauzen, kruiden, olie",Sauzen,Sojasaus,Glutenvrije sojasaus,NA,NA,57,2,0,NA,0,0,NA,10,NA,16.4
AH Glutenvrij Mueslireep chocolade,2.39,NA,Tussendoortjes,Tussendoortjes (glutenvrij),NA,NA,NA,NA,438,73,29,NA,14,8,5.4,4,2.1,0.25
AH Glutenvrij Chocolate chip cookies,3.29,NA,"Snoep, chocolade, koek",Koek,Glutenvrije koek,NA,NA,NA,515,62,33,NA,27,11,16,4.9,2.2,0.38
AH Glutenvrij Brownies,2.99,NA,"Snoep, chocolade, koek",Koek,Glutenvrije koek,NA,NA,NA,392,52,35,NA,18,5.3,12,4.2,2.8,0.68
AH Stoffer en blik groen,3.0,NA,"Koken, tafelen, vrije tijd","Bloemen, plantverzorging",Bloemen- en plantverzorging,Tuingereedschap,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remia Zero Jack smokey BBQ,3.75,NA,"Soepen, sauzen, kruiden, olie",Sauzen,BBQ sauzen,NA,NA,NA,52,12,2.7,NA,0.3,0.1,NA,1,NA,2.2
Remia Truffle dressing,2.25,NA,"Soepen, sauzen, kruiden, olie",Sauzen,"Sladressing, slasaus",Sladressing,NA,NA,315,8.9,6.1,NA,30,2.3,NA,0.9,NA,0.94
Remia Mosterd honing dressing zero%,1.99,NA,"Soepen, sauzen, kruiden, olie",Sauzen,"Sladressing, slasaus",Honing-mosterd dressing,NA,NA,139,7.3,0.3,NA,12,1,NA,1.1,NA,1.5
AH Macaroni spaghetti groente,1.99,NA,"Aardappel, groente, fruit",Groente,Groentemixen,Groentemixen (vers),NA,NA,30,4.4,3.6,NA,0.2,0.03,0.06,1.2,2.7,0
AH Macaroni spaghetti groente kleinpak,1.49,NA,"Aardappel, groente, fruit",Groente,Groentemixen,Maaltijdgroente,NA,NA,30,4.4,3.6,NA,0.2,0.03,0.06,1.2,2.7,0
AH Bami groente,1.79,NA,"Aardappel, groente, fruit",Groente,Groentemixen,Groentemixen (vers),NA,NA,37,4,3.1,NA,0.6,0.09,0.4,2.5,2.9,0.03
AH Nasi bami groente kleinverpakking,1.49,NA,"Aardappel, groente, fruit",Groente,Groentemixen,Groentemixen (vers),NA,NA,37,4.2,3.2,NA,0.6,0.09,0.4,2.4,2.8,0.03
AH Nasi groente,1.79,NA,"Aardappel, groente, fruit",Groente,Groentemixen,Maaltijdgroente,NA,NA,35,4.5,3.8,NA,0.5,0.1,0.3,1.7,2.8,0.03
Saitaku Ramen noodles,3.39,NA,"Pasta, rijst en wereldkeuken","Pasta, rijst, noedels","Noedels, mie",Noedels,NA,NA,377,75,2.6,NA,2.6,0.9,NA,12,NA,1.4
Saitaku Shirataki noodles,3.39,NA,"Pasta, rijst en wereldkeuken","Pasta, rijst, noedels","Noedels, mie",Noedels,NA,NA,10,0.8,0,NA,0,0,NA,0,3.5,0.05
Johma Selleriesalade,2.49,NA,Ontbijtgranen en beleg,Beleg salades,Groentesalades (beleg),Sellerie salade,NA,NA,238,7.7,7,NA,21.8,1.5,NA,1,NA,1.1
Johma Kip-sambasalade XL voordeelpak,4.59,NA,Ontbijtgranen en beleg,Beleg salades,Kipsalade (beleg),NA,NA,NA,365,11.6,10.2,NA,31.1,2.5,NA,9.1,NA,1.5
Johma Gevuld eitje salade XL voordeelpak,4.49,NA,Ontbijtgranen en beleg,Beleg salades,Eiersalades (beleg),NA,NA,NA,390,3.9,2.7,NA,38.7,4.7,NA,6.1,NA,1.4
Mastri Vernacoli Pinot Grigio Rosato,7.49,NA,Wijn en bubbels,Rosé,Droge rosé,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viper Hard seltzer lime,2.09,NA,Wijn en bubbels,Mixdranken en likorettes,Hard seltzer,NA,NA,NA,29,1.4,0.9,NA,0,0,NA,0.1,NA,0
Red Bull Energy drink watermeloen,1.69,NA,"Frisdrank, sappen, siropen, water","Energy drink, sportdrank",Energy drinks,NA,NA,NA,45,11,11,NA,0,0,NA,0,NA,0.1
Mayoneur Wasabi mayo,2.59,NA,"Soepen, sauzen, kruiden, olie",Sauzen,"Snacksauzen, mayonaise",Mayonaise,Mayonaise (snacksauzen),NA,288,12.5,7.4,NA,26.4,1.9,NA,0,0.2,1.8
Saitaku Voorgekookte Ramen noodles,3.49,NA,"Pasta, rijst en wereldkeuken","Pasta, rijst, noedels","Noedels, mie",Noedels,NA,NA,153,27,0.6,NA,1.4,0.3,NA,6.4,NA,0.4
Krone Borealis vintage cuvée brut,9.99,NA,Wijn en bubbels,"Bubbels, mousserende wijn",Droge bubbels,Overige bubbels (Droog),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krone MCC Vintage Rose Cuvee Brut,9.99,NA,Wijn en bubbels,"Bubbels, mousserende wijn",Droge bubbels,Overige bubbels (Droog),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AH Glutenvrij Vezelrijke bran flakes,2.99,NA,Ontbijtgranen en beleg,Ontbijtgranen,(Corn)flakes,NA,NA,NA,357,69,8,NA,2.3,0.6,1.6,7.5,15,0.5
AH Tzatziki,1.29,NA,"Kaas, vleeswaren, tapas",Smeersels & dips,Dip,Dipsaus (vers),NA,NA,203,5.7,3.9,NA,18,1.5,17,4.4,0.4,0.9
Carelastin Azelastine neusspray 1mg/ml,12.99,NA,Gezondheid,Zelfzorg,"Verkoudheid, hoesten",Neus,Neusspray,Neusspray volwassenen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carelastin Oogdruppel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaseline Expert care skin rescue bodylotion,5.79,NA,Drogisterij,Lichaamsverzorging,Huidverzorging,Bodylotion en bodymilk,Bodylotion,Bodylotion alle huidtypes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Souq Harissa pittig,3.99,NA,"Pasta, rijst en wereldkeuken",Mediterrane keuken,Turkse keuken,Turkse sauzen,NA,NA,118,15.4,6.8,NA,6.9,1,NA,2.1,2.8,2.4
Souq Zwarte knoflook,3.99,NA,"Pasta, rijst en wereldkeuken",Arabische keuken,NA,NA,NA,NA,192,37.2,27.7,NA,0,NA,NA,9.3,1.7,0.06
Blue Diamond Koekenpan 20cm,43.99,NA,"Koken, tafelen, vrije tijd",Koken,Pannen,Koekenpannen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue Diamond Koekenpan 24cm,47.99,NA,"Koken, tafelen, vrije tijd",Koken,Pannen,Koekenpannen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue Diamond Koekenpan 28cm,51.99,NA,"Koken, tafelen, vrije tijd",Koken,Pannen,Koekenpannen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue Diamond Wok 28cm,59.99,NA,"Koken, tafelen, vrije tijd",Koken,Pannen,Wokpannen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue Diamond Hapjespan 28cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pokon Compact potgrond,4.49,NA,"Koken, tafelen, vrije tijd","Bloemen, plantverzorging",Bloemen- en plantverzorging,Potgrond,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unox Soep in Zak Tomaat Kidneybonen,5.49,NA,"Soepen, sauzen, kruiden, olie",Soepen,Soep (opwarmen),Soep in zak,Tomatensoep in zak,NA,155,16,5.1,NA,5.2,0.6,NA,7.5,7.3,1.9
Unox Soep in Zak Pompoen Rode Linzen,4.39,NA,"Soepen, sauzen, kruiden, olie",Soepen,Soep (opwarmen),Soep in zak,Pompoensoep in zak,NA,49,6.3,1.8,NA,1.2,0.2,NA,1.9,2.5,0.67
Unox Soep in Zak Kikkererwten Tomaat,4.89,NA,"Soepen, sauzen, kruiden, olie",Soepen,Soep (opwarmen),Soep in zak,Tomatensoep in zak,NA,61,7.7,1.6,NA,1.6,0.2,NA,3,1.8,0.68
Unox Good Noodles Chili,1.99,1.29,Tussendoortjes,Warm tussendoor,Noedelsoep,NA,NA,NA,82,10,1.6,NA,3.5,1.7,NA,1.6,1,0.5
Unox Good Noodles Garnaal,1.99,NA,NA,NA,NA,NA,NA,NA,84,10,0.7,NA,3.8,1.8,NA,1.7,0.8,0.51
Elho Green wall pot 15cm antraciet,3.0,NA,"Koken, tafelen, vrije tijd","Wonen, slapen",Woonaccessoires,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elho Green wall pot 15cm wit,3.0,NA,"Koken, tafelen, vrije tijd","Wonen, slapen",Woonaccessoires,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elho Wandrek pot wit 28cm,5.73,NA,"Koken, tafelen, vrije tijd","Wonen, slapen",Woonaccessoires,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elho Bloempot rond antraciet 20cm,7.39,NA,"Koken, tafelen, vrije tijd","Wonen, slapen",Woonaccessoires,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elho Loft rond 20cm wit,3.0,NA,"Koken, tafelen, vrije tijd","Wonen, slapen",Woonaccessoires,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elho Bloempot rond antraciet 25cm,6.71,NA,"Koken, tafelen, vrije tijd","Wonen, slapen",Woonaccessoires,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elho Bloempot rond wit 25cm,6.71,NA,"Koken, tafelen, vrije tijd","Wonen, slapen",Woonaccessoires,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elho Bloempot rond antraciet 30cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lemonaid Bloodorange,1.75,NA,"Frisdrank, sappen, siropen, water",Vruchtensappen en fruitdrank,Multivruchtensap & drank,Multivruchtensap & drank (gekoeld),NA,NA,30,6.8,6.8,NA,NA,NA,NA,NA,NA,NA
Lemonaid Lime,1.75,NA,"Frisdrank, sappen, siropen, water","Verse sappen, smoothies",Verse sappen,"Lemonade, ijsthee (vers)",NA,NA,27,6,6,NA,NA,NA,NA,NA,NA,NA
Biodermal Gevoelige huid zonnemelk spf50,39.99,NA,Drogisterij,Lichaamsverzorging,Zonnebrand,Zonnebrandcreme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nivea Aftersun hydrate bodylotion,15.49,NA,Drogisterij,Lichaamsverzorging,Zonnebrand,Aftersun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nivea Sun protect & hydrate mini milk spf50+,17.79,NA,Drogisterij,Lichaamsverzorging,Zonnebrand,Zonnebrandcreme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fundo Groentebouillon,3.99,NA,"Soepen, sauzen, kruiden, olie",Soepen,"Bouillon, fond",Groentebouillon,Groentebouillon (vloeibaar),NA,1,0.7,0.7,NA,0,0,NA,0,NA,0.3
AH Aardbeienvlaai slagroom half,7.5,NA,Bakkerij,Gebak en taart,Vlaai,NA,NA,NA,215,29,17,NA,9.4,5.6,3.7,3.1,1,0.33
Yum Yum Vegetable cup,1.49,NA,"Soepen, sauzen, kruiden, olie",Soepen,Soep (opwarmen),Soep in pot,Groentesoep in pot,NA,100,13.3,1,NA,4.1,2,NA,1.9,NA,1.1
AH Lunchsalade mozzarella,4.49,NA,Ontbijtgranen en beleg,Beleg salades,Kaassalades,NA,NA,NA,164,2.9,2.4,NA,14,3.6,9.4,5.8,1.7,0.33
Nature Box Argan shampoo bar,8.49,NA,Drogisterij,Haarverzorging,Shampoo,Shampoo alle haartypes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Super Ninja Mierenlokdoosje,5.99,NA,Huishouden,Schoonmaakmiddelen,Insectenbestrijding en ongediertebestrijding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unox Cup-a-soup pompoen,1.99,NA,NA,NA,NA,NA,NA,NA,39,6.3,1.6,NA,1.1,0.6,NA,0.7,0,0.69
La Molisana Orzo,2.49,NA,"Pasta, rijst en wereldkeuken","Pasta, rijst, noedels",Pasta,"Orzo, riso",NA,NA,351,70,4,NA,1,0.3,NA,14,3,0.02
Ariel Active+ wasmiddel,13.99,NA,Huishouden,"Wasmiddelen, wasverzachters",Wasmiddel,Vloeibaar wasmiddel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ariel Color+ touch of lenor wasmiddel,13.99,NA,Huishouden,"Wasmiddelen, wasverzachters",Wasmiddel,Vloeibaar wasmiddel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ariel Ultra+ vlekverwijderaar wasmiddel,13.99,NA,Huishouden,"Wasmiddelen, wasverzachters",Wasmiddel,Vloeibaar wasmiddel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robijn Dry wash spray pink sensation,10.89,NA,Huishouden,"Wasmiddelen, wasverzachters",Wasmiddel,Dry wash,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robijn Dry wash spray original,10.89,NA,Huishouden,"Wasmiddelen, wasverzachters",Wasmiddel,Dry wash,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Knorr Groente légumes bouillon zero salt,1.99,NA,"Soepen, sauzen, kruiden, olie",Soepen,"Bouillon, fond",Groentebouillon,Groentebouillon (blokjes),NA,9,1.1,0,NA,0,0.2,NA,0,0,0
Knorr Rundvlees boeuf bouillon zero salt,1.99,NA,"Soepen, sauzen, kruiden, olie",Soepen,"Bouillon, fond",Vleesbouillon,Vleesbouillon (blokjes),NA,9,1.1,0,NA,0,0.2,NA,0,0,0
De Cecco Maccheroni alla Chitarra all'uova,3.89,NA,NA,NA,NA,NA,NA,NA,365,66,2.9,NA,3.9,1.2,NA,15,2.9,0.12
AH Raw lemonade watermeloen,2.39,NA,"Aardappel, groente, fruit",Koudgeperste sappen & smoothies,Multivruchtensap (vers),NA,NA,NA,32,7.5,6.8,NA,0,0,0,0.2,0.7,0
Chiquita Bananen family pack,2.19,NA,"Aardappel, groente, fruit",Fruit,Bananen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wahid Kebab spies,4.69,NA,"Vlees, vis",Halal vlees,Halal rund,NA,NA,NA,349,1.1,0.7,NA,19,6.4,NA,22,NA,1.38
Knorr Kip poule bouillon zero salt,1.99,NA,"Soepen, sauzen, kruiden, olie",Soepen,"Bouillon, fond",Kippenbouillon,Kippenbouillon (blokjes),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pickwick Herbal good night variation box,2.19,NA,"Koffie, thee",Thee,Kruidenthee,Kruidenthee eenkops,NA,NA,1,0,0,NA,0,0,NA,0,NA,0
L'OR Espresso arabica Limited Creations,4.19,NA,"Koffie, thee",Koffie,Koffiecups,Nespresso compatible,Nespresso compatible (regular),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senseo Gold intense coffee pads,5.89,NA,"Koffie, thee",Koffie,Koffiepads,Koffiepads (krachtig),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marhaba Roti rol,3.29,NA,"Salades, pizza, maaltijden",Snel snacken,Halal snacks (vers),NA,NA,NA,185,26.3,2.4,NA,5.4,0.9,NA,6.6,NA,1.6
Marhaba Kipballetjes,3.59,NA,"Vlees, vis",Kip,Halal kip,NA,NA,NA,227,7.3,1.5,NA,16,4.1,NA,13,NA,2.1
Simon Lévelt Peruvian opal bonen,9.99,NA,"Koffie, thee",Koffie,Koffiebonen,Koffiebonen (origins),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simon Lévelt Mexican amethyst bonen,9.99,NA,"Koffie, thee",Koffie,Koffiebonen,Koffiebonen (krachtig),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simon Lévelt Colombian emerald espresso cups,4.89,NA,"Koffie, thee",Koffie,Koffiecups,Nespresso compatible,Nespresso compatible (origins),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simon Lévelt Ugandan amber cups,4.89,NA,"Koffie, thee",Koffie,Koffiecups,Nespresso compatible,Nespresso compatible (origins),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fairtrade Original Community coffee decaf snelfilter,5.79,NA,"Koffie, thee",Koffie,Snelfilterkoffie,Snelfilterkoffie (cafeïnevrij),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lavazza Espresso barista perfetto koffiebonen,10.59,NA,"Koffie, thee",Koffie,Koffiebonen,Koffiebonen (regular),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lavazza Espresso barista intenso koffiebonen,10.59,NA,"Koffie, thee",Koffie,Koffiebonen,Koffiebonen (krachtig),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lavazza Espresso intenso dolce gusto koffiecups,5.49,3.57,"Koffie, thee",Koffie,Koffiecups,Dolce Gusto compatible,Dolce Gusto compatible (krachtig),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lavazza Cappuccino dolce gusto koffiecups,5.49,NA,NA,NA,NA,NA,NA,NA,441,38,33,NA,20,12,NA,20,NA,0.55
Lavazza Espresso cremoso dolce gusto koffiecups,5.49,3.57,"Koffie, thee",Koffie,Koffiecups,Dolce Gusto compatible,Dolce Gusto compatible (regular),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lavazza Lungo dolce gusto koffiecups,5.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Starbucks Blonde espresso roast koffiebonen,10.69,NA,"Koffie, thee",Koffie,Koffiebonen,Koffiebonen (regular),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Starbucks Pike place medium roast koffiebonen,10.69,NA,"Koffie, thee",Koffie,Koffiebonen,Koffiebonen (regular),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Starbucks Espresso dark roast koffiebonen,10.69,NA,"Koffie, thee",Koffie,Koffiebonen,Koffiebonen (krachtig),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Starbucks Nespresso house blend lungo capsules,7.49,NA,"Koffie, thee",Koffie,Koffiecups,Nespresso compatible,Nespresso compatible (regular),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Starbucks Nespresso espresso roast capsules,7.49,NA,"Koffie, thee",Koffie,Koffiecups,Nespresso compatible,Nespresso compatible (krachtig),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Starbucks Nespresso blonde espresso roast capsules,7.49,NA,"Koffie, thee",Koffie,Koffiecups,Nespresso compatible,Nespresso compatible (regular),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nescafé Dolce Gusto Almond macchiato vegan capsules,5.99,NA,NA,NA,NA,NA,NA,NA,27,4.2,1.2,NA,0.9,0.7,NA,0.4,0.4,0.08
Nescafé Dolce Gusto Coconut macchiato vegan capsules,5.99,NA,"Koffie, thee",Koffie,Koffiecups,Dolce Gusto compatible,Dolce Gusto compatible (melkbasis),NA,25,3.5,0.4,NA,1,0.8,NA,0.3,0.3,0.08
Nescafé Iced salted caramel oploskoffie,3.49,NA,"Koffie, thee",Koffie,Oploskoffie,Oploskoffie (divers),NA,NA,372,75.1,62,NA,3,2.8,NA,9,3.1,2.06
Clipper Rooibos & orange organic infusion,3.69,NA,"Koffie, thee",Thee,Rooibosthee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clipper Ginger turmeric organic infusion,3.69,NA,"Koffie, thee",Thee,Kruidenthee,Kruidenthee eenkops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clipper Chamomile peach organic infusion,3.69,NA,"Koffie, thee",Thee,Kruidenthee,Kruidenthee eenkops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clipper Classic chai organic infusion,3.69,NA,"Koffie, thee",Thee,Kruidenthee,Kruidenthee eenkops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clipper Spicy chai organic infusion,3.69,NA,"Koffie, thee",Thee,Kruidenthee,Kruidenthee eenkops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clipper Lemon & ginger organic infusion,6.99,NA,"Koffie, thee",Thee,Kruidenthee,Kruidenthee eenkops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clipper Lemon organic green tea,6.99,NA,"Koffie, thee",Thee,Groene thee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pickwick Herbal super blends energy kruidenthee,2.29,NA,"Koffie, thee",Thee,Kruidenthee,Kruidenthee eenkops,NA,NA,1,0,0,NA,0,0,NA,0,0,0
Pickwick Herbal super blends immunity kruidenthee,2.29,NA,"Koffie, thee",Thee,Kruidenthee,Kruidenthee eenkops,NA,NA,1,0,0,NA,0,0,NA,0,0,0
Pickwick Herbal super blends shine kruidenthee,2.29,NA,"Koffie, thee",Thee,Kruidenthee,Kruidenthee eenkops,NA,NA,1,0,0,NA,0,0,NA,0,0,0
Pickwick Rooibos variatiebox,2.29,NA,"Koffie, thee",Thee,Rooibosthee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Douwe Egberts Espresso ristretto capsules,5.49,NA,"Koffie, thee",Koffie,Koffiecups,Nespresso compatible,Nespresso compatible (krachtig),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Douwe Egberts Lungo decaf capsules,5.49,NA,"Koffie, thee",Koffie,Koffiecups,Nespresso compatible,Nespresso compatible (cafeïnevrij),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Café Royal Dark chocolate capsules,3.59,NA,"Koffie, thee",Koffie,Koffiecups,Nespresso compatible,Nespresso compatible (regular),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pukka Night time berry,5.49,NA,"Koffie, thee",Thee,Kruidenthee,Kruidenthee meerkops,NA,NA,NA,0,0,NA,0,0,NA,0,NA,0
AH Italiaans gekruid braadworstje,3.49,NA,"Vlees, vis",Varkensvlees,Worst (varkensvlees),NA,NA,NA,262,1.3,0.2,NA,20,7.8,11,19,0.2,1.2
AH Vakslager cote du boeuf,31.49,NA,"Vlees, vis",Rundvlees,Ovenklaar (rundvlees),NA,NA,NA,169,0,0,NA,9.4,4.5,3.7,21,0,0.13
AH Vakslager tomahawk ,38.49,NA,"Vlees, vis",Rundvlees,"Biefstuk, entrecote",Biefstuk,Runderbiefstuk (vers),NA,165,0,0,NA,8.1,3.5,4.6,23,0,0.1
AH Gehaktschnitzel Hongaarse stijl,2.99,NA,"Vlees, vis",Varkensvlees,"Schnitzel, cordon bleu",Schnitzel,NA,NA,301,16,1.3,NA,19,7.3,10,16,1,1.35
Felix Elke dag feest vis selectie in gelei,6.09,NA,Huisdier,Katten,Nat kattenvoer,Kattenvoer Singlepack,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felix Elke dag feest senior mix selectie gelei,6.69,NA,Huisdier,Katten,Nat kattenvoer,Kattenvoer Singlepack,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felix Elke dag feest countryside gelei,6.09,NA,Huisdier,Katten,Nat kattenvoer,Kattenvoer Singlepack,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felix Elke dag feest senior vis selectie gelei,6.69,NA,Huisdier,Katten,Nat kattenvoer,Kattenvoer Singlepack,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felix Original vis selectie in gelei,5.49,NA,Huisdier,Katten,Nat kattenvoer,Kattenvoer Singlepack,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felix Original senior mix selectie gelei,5.69,NA,Huisdier,Katten,Nat kattenvoer,Kattenvoer Singlepack,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felix Original countryside selectie gelei,5.39,NA,Huisdier,Katten,Nat kattenvoer,Kattenvoer Singlepack,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
